,STATEFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
2772,19,2009,Med_SMAT_fac,2,Iowa,IA
2773,20,2009,Med_SMAT_fac,13,Kansas,KS
2774,21,2009,Med_SMAT_fac,16,Kentucky,KY
2775,22,2009,Med_SMAT_fac,6,Louisiana,LA
2776,23,2009,Med_SMAT_fac,40,Maine,ME
2777,24,2009,Med_SMAT_fac,85,Maryland,MD
2778,25,2009,Med_SMAT_fac,79,Massachusetts,MA
2779,26,2009,Med_SMAT_fac,67,Michigan,MI
2780,27,2009,Med_SMAT_fac,16,Minnesota,MN
2781,28,2009,Med_SMAT_fac,6,Mississippi,MS
2782,29,2009,Med_SMAT_fac,11,Missouri,MO
2783,30,2009,Med_SMAT_fac,4,Montana,MT
2784,31,2009,Med_SMAT_fac,1,Nebraska,NE
2785,32,2009,Med_SMAT_fac,10,Nevada,NV
2786,33,2009,Med_SMAT_fac,9,New Hampshire,NH
2787,34,2009,Med_SMAT_fac,45,New Jersey,NJ
2788,35,2009,Med_SMAT_fac,9,New Mexico,NM
2789,36,2009,Med_SMAT_fac,360,New York,NY
2790,37,2009,Med_SMAT_fac,42,North Carolina,NC
2791,38,2009,Med_SMAT_fac,2,North Dakota,ND
2792,39,2009,Med_SMAT_fac,53,Ohio,OH
2793,40,2009,Med_SMAT_fac,8,Oklahoma,OK
2794,41,2009,Med_SMAT_fac,22,Oregon,OR
2795,42,2009,Med_SMAT_fac,94,Pennsylvania,PA
2796,44,2009,Med_SMAT_fac,16,Rhode Island,RI
2797,45,2009,Med_SMAT_fac,6,South Carolina,SC
2798,46,2009,Med_SMAT_fac,1,South Dakota,SD
2799,47,2009,Med_SMAT_fac,11,Tennessee,TN
2800,48,2009,Med_SMAT_fac,22,Texas,TX
2801,49,2009,Med_SMAT_fac,17,Utah,UT
2802,50,2009,Med_SMAT_fac,15,Vermont,VT
2803,51,2009,Med_SMAT_fac,15,Virginia,VA
2804,53,2009,Med_SMAT_fac,28,Washington,WA
2805,54,2009,Med_SMAT_fac,15,West Virginia,WV
2806,55,2009,Med_SMAT_fac,46,Wisconsin,WI
2807,56,2009,Med_SMAT_fac,4,Wyoming,WY
2808,72,2009,Med_SMAT_fac,1,Puerto Rico,PR
2809,00,2009,TMAT_fac,551,United States,US
2810,01,2009,TMAT_fac,10,Alabama,AL
2811,04,2009,TMAT_fac,16,Arizona,AZ
2812,05,2009,TMAT_fac,3,Arkansas,AR
2813,06,2009,TMAT_fac,56,California,CA
2814,08,2009,TMAT_fac,2,Colorado,CO
2815,09,2009,TMAT_fac,17,Connecticut,CT
2816,10,2009,TMAT_fac,6,Delaware,DE
2817,11,2009,TMAT_fac,5,District of Columbia,DC
2818,12,2009,TMAT_fac,30,Florida,FL
2819,13,2009,TMAT_fac,14,Georgia,GA
2820,15,2009,TMAT_fac,2,Hawaii,HI
2821,16,2009,TMAT_fac,1,Idaho,ID
2822,17,2009,TMAT_fac,14,Illinois,IL
2823,18,2009,TMAT_fac,12,Indiana,IN
2824,19,2009,TMAT_fac,3,Iowa,IA
2825,20,2009,TMAT_fac,2,Kansas,KS
2826,21,2009,TMAT_fac,6,Kentucky,KY
2827,22,2009,TMAT_fac,4,Louisiana,LA
2828,23,2009,TMAT_fac,5,Maine,ME
2829,24,2009,TMAT_fac,37,Maryland,MD
2830,25,2009,TMAT_fac,23,Massachusetts,MA
2831,26,2009,TMAT_fac,20,Michigan,MI
2832,27,2009,TMAT_fac,11,Minnesota,MN
2833,28,2009,TMAT_fac,1,Mississippi,MS
2834,29,2009,TMAT_fac,2,Missouri,MO
2835,31,2009,TMAT_fac,2,Nebraska,NE
2836,32,2009,TMAT_fac,8,Nevada,NV
2837,33,2009,TMAT_fac,6,New Hampshire,NH
2838,34,2009,TMAT_fac,18,New Jersey,NJ
2839,35,2009,TMAT_fac,3,New Mexico,NM
2840,36,2009,TMAT_fac,72,New York,NY
2841,37,2009,TMAT_fac,16,North Carolina,NC
2842,39,2009,TMAT_fac,8,Ohio,OH
2843,40,2009,TMAT_fac,2,Oklahoma,OK
2844,41,2009,TMAT_fac,9,Oregon,OR
2845,42,2009,TMAT_fac,22,Pennsylvania,PA
2846,44,2009,TMAT_fac,6,Rhode Island,RI
2847,45,2009,TMAT_fac,11,South Carolina,SC
2848,47,2009,TMAT_fac,1,Tennessee,TN
2849,48,2009,TMAT_fac,19,Texas,TX
2850,49,2009,TMAT_fac,10,Utah,UT
2851,50,2009,TMAT_fac,6,Vermont,VT
2852,51,2009,TMAT_fac,11,Virginia,VA
2853,53,2009,TMAT_fac,5,Washington,WA
2854,54,2009,TMAT_fac,8,West Virginia,WV
2855,55,2009,TMAT_fac,6,Wisconsin,WI
2856,02,2009,TMAT_fac,0,Alaska,AK
2857,30,2009,TMAT_fac,0,Montana,MT
2858,38,2009,TMAT_fac,0,North Dakota,ND
2859,46,2009,TMAT_fac,0,South Dakota,SD
2860,56,2009,TMAT_fac,0,Wyoming,WY
2861,72,2009,TMAT_fac,0,Puerto Rico,PR
2862,00,2009,Med_TMAT_fac,322,United States,US
2863,04,2009,Med_TMAT_fac,8,Arizona,AZ
2864,06,2009,Med_TMAT_fac,36,California,CA
2865,08,2009,Med_TMAT_fac,2,Colorado,CO
2866,09,2009,Med_TMAT_fac,16,Connecticut,CT
2867,10,2009,Med_TMAT_fac,4,Delaware,DE
2868,11,2009,Med_TMAT_fac,1,District of Columbia,DC
2869,12,2009,Med_TMAT_fac,10,Florida,FL
2870,13,2009,Med_TMAT_fac,2,Georgia,GA
2871,15,2009,Med_TMAT_fac,2,Hawaii,HI
2872,17,2009,Med_TMAT_fac,4,Illinois,IL
2873,18,2009,Med_TMAT_fac,1,Indiana,IN
2874,20,2009,Med_TMAT_fac,1,Kansas,KS
2875,21,2009,Med_TMAT_fac,2,Kentucky,KY
2876,23,2009,Med_TMAT_fac,5,Maine,ME
2877,24,2009,Med_TMAT_fac,31,Maryland,MD
2878,25,2009,Med_TMAT_fac,20,Massachusetts,MA
2879,26,2009,Med_TMAT_fac,13,Michigan,MI
2880,27,2009,Med_TMAT_fac,4,Minnesota,MN
2881,32,2009,Med_TMAT_fac,4,Nevada,NV
2882,33,2009,Med_TMAT_fac,4,New Hampshire,NH
2883,34,2009,Med_TMAT_fac,14,New Jersey,NJ
2884,35,2009,Med_TMAT_fac,2,New Mexico,NM
2885,36,2009,Med_TMAT_fac,69,New York,NY
2886,37,2009,Med_TMAT_fac,7,North Carolina,NC
2887,39,2009,Med_TMAT_fac,6,Ohio,OH
2888,41,2009,Med_TMAT_fac,5,Oregon,OR
2889,42,2009,Med_TMAT_fac,18,Pennsylvania,PA
2890,44,2009,Med_TMAT_fac,3,Rhode Island,RI
2891,45,2009,Med_TMAT_fac,1,South Carolina,SC
2892,48,2009,Med_TMAT_fac,3,Texas,TX
2893,49,2009,Med_TMAT_fac,9,Utah,UT
2894,50,2009,Med_TMAT_fac,6,Vermont,VT
2895,51,2009,Med_TMAT_fac,2,Virginia,VA
2896,53,2009,Med_TMAT_fac,1,Washington,WA
2897,55,2009,Med_TMAT_fac,6,Wisconsin,WI
2898,01,2009,Med_TMAT_fac,0,Alabama,AL
2899,02,2009,Med_TMAT_fac,0,Alaska,AK
2900,05,2009,Med_TMAT_fac,0,Arkansas,AR
2901,16,2009,Med_TMAT_fac,0,Idaho,ID
2902,19,2009,Med_TMAT_fac,0,Iowa,IA
2903,22,2009,Med_TMAT_fac,0,Louisiana,LA
2904,28,2009,Med_TMAT_fac,0,Mississippi,MS
2905,29,2009,Med_TMAT_fac,0,Missouri,MO
2906,30,2009,Med_TMAT_fac,0,Montana,MT
2907,31,2009,Med_TMAT_fac,0,Nebraska,NE
2908,38,2009,Med_TMAT_fac,0,North Dakota,ND
2909,40,2009,Med_TMAT_fac,0,Oklahoma,OK
2910,46,2009,Med_TMAT_fac,0,South Dakota,SD
2911,47,2009,Med_TMAT_fac,0,Tennessee,TN
2912,54,2009,Med_TMAT_fac,0,West Virginia,WV
2913,56,2009,Med_TMAT_fac,0,Wyoming,WY
2914,72,2009,Med_TMAT_fac,0,Puerto Rico,PR
2915,00,2009,AMAT_fac,0,United States,US
2916,01,2009,AMAT_fac,0,Alabama,AL
2917,02,2009,AMAT_fac,0,Alaska,AK
2918,04,2009,AMAT_fac,0,Arizona,AZ
2919,05,2009,AMAT_fac,0,Arkansas,AR
2920,06,2009,AMAT_fac,0,California,CA
2921,08,2009,AMAT_fac,0,Colorado,CO
2922,09,2009,AMAT_fac,0,Connecticut,CT
2923,10,2009,AMAT_fac,0,Delaware,DE
2924,11,2009,AMAT_fac,0,District of Columbia,DC
2925,12,2009,AMAT_fac,0,Florida,FL
2926,13,2009,AMAT_fac,0,Georgia,GA
2927,15,2009,AMAT_fac,0,Hawaii,HI
2928,16,2009,AMAT_fac,0,Idaho,ID
2929,17,2009,AMAT_fac,0,Illinois,IL
2930,18,2009,AMAT_fac,0,Indiana,IN
2931,19,2009,AMAT_fac,0,Iowa,IA
2932,20,2009,AMAT_fac,0,Kansas,KS
2933,21,2009,AMAT_fac,0,Kentucky,KY
2934,22,2009,AMAT_fac,0,Louisiana,LA
2935,23,2009,AMAT_fac,0,Maine,ME
2936,24,2009,AMAT_fac,0,Maryland,MD
2937,25,2009,AMAT_fac,0,Massachusetts,MA
2938,26,2009,AMAT_fac,0,Michigan,MI
2939,27,2009,AMAT_fac,0,Minnesota,MN
2940,28,2009,AMAT_fac,0,Mississippi,MS
2941,29,2009,AMAT_fac,0,Missouri,MO
2942,30,2009,AMAT_fac,0,Montana,MT
2943,31,2009,AMAT_fac,0,Nebraska,NE
2944,32,2009,AMAT_fac,0,Nevada,NV
2945,33,2009,AMAT_fac,0,New Hampshire,NH
2946,34,2009,AMAT_fac,0,New Jersey,NJ
2947,35,2009,AMAT_fac,0,New Mexico,NM
2948,36,2009,AMAT_fac,0,New York,NY
2949,37,2009,AMAT_fac,0,North Carolina,NC
2950,38,2009,AMAT_fac,0,North Dakota,ND
2951,39,2009,AMAT_fac,0,Ohio,OH
2952,40,2009,AMAT_fac,0,Oklahoma,OK
2953,41,2009,AMAT_fac,0,Oregon,OR
2954,42,2009,AMAT_fac,0,Pennsylvania,PA
2955,44,2009,AMAT_fac,0,Rhode Island,RI
2956,45,2009,AMAT_fac,0,South Carolina,SC
2957,46,2009,AMAT_fac,0,South Dakota,SD
2958,47,2009,AMAT_fac,0,Tennessee,TN
2959,48,2009,AMAT_fac,0,Texas,TX
2960,49,2009,AMAT_fac,0,Utah,UT
2961,50,2009,AMAT_fac,0,Vermont,VT
2962,51,2009,AMAT_fac,0,Virginia,VA
2963,53,2009,AMAT_fac,0,Washington,WA
2964,54,2009,AMAT_fac,0,West Virginia,WV
2965,55,2009,AMAT_fac,0,Wisconsin,WI
2966,56,2009,AMAT_fac,0,Wyoming,WY
2967,72,2009,AMAT_fac,0,Puerto Rico,PR
2968,00,2009,Med_AMAT_fac,0,United States,US
2969,01,2009,Med_AMAT_fac,0,Alabama,AL
2970,02,2009,Med_AMAT_fac,0,Alaska,AK
2971,04,2009,Med_AMAT_fac,0,Arizona,AZ
2972,05,2009,Med_AMAT_fac,0,Arkansas,AR
2973,06,2009,Med_AMAT_fac,0,California,CA
2974,08,2009,Med_AMAT_fac,0,Colorado,CO
2975,09,2009,Med_AMAT_fac,0,Connecticut,CT
2976,10,2009,Med_AMAT_fac,0,Delaware,DE
2977,11,2009,Med_AMAT_fac,0,District of Columbia,DC
2978,12,2009,Med_AMAT_fac,0,Florida,FL
2979,13,2009,Med_AMAT_fac,0,Georgia,GA
2980,15,2009,Med_AMAT_fac,0,Hawaii,HI
2981,16,2009,Med_AMAT_fac,0,Idaho,ID
2982,17,2009,Med_AMAT_fac,0,Illinois,IL
2983,18,2009,Med_AMAT_fac,0,Indiana,IN
2984,19,2009,Med_AMAT_fac,0,Iowa,IA
2985,20,2009,Med_AMAT_fac,0,Kansas,KS
2986,21,2009,Med_AMAT_fac,0,Kentucky,KY
2987,22,2009,Med_AMAT_fac,0,Louisiana,LA
2988,23,2009,Med_AMAT_fac,0,Maine,ME
2989,24,2009,Med_AMAT_fac,0,Maryland,MD
2990,25,2009,Med_AMAT_fac,0,Massachusetts,MA
2991,26,2009,Med_AMAT_fac,0,Michigan,MI
2992,27,2009,Med_AMAT_fac,0,Minnesota,MN
2993,28,2009,Med_AMAT_fac,0,Mississippi,MS
2994,29,2009,Med_AMAT_fac,0,Missouri,MO
2995,30,2009,Med_AMAT_fac,0,Montana,MT
2996,31,2009,Med_AMAT_fac,0,Nebraska,NE
2997,32,2009,Med_AMAT_fac,0,Nevada,NV
2998,33,2009,Med_AMAT_fac,0,New Hampshire,NH
2999,34,2009,Med_AMAT_fac,0,New Jersey,NJ
3000,35,2009,Med_AMAT_fac,0,New Mexico,NM
3001,36,2009,Med_AMAT_fac,0,New York,NY
3002,37,2009,Med_AMAT_fac,0,North Carolina,NC
3003,38,2009,Med_AMAT_fac,0,North Dakota,ND
3004,39,2009,Med_AMAT_fac,0,Ohio,OH
3005,40,2009,Med_AMAT_fac,0,Oklahoma,OK
3006,41,2009,Med_AMAT_fac,0,Oregon,OR
3007,42,2009,Med_AMAT_fac,0,Pennsylvania,PA
3008,44,2009,Med_AMAT_fac,0,Rhode Island,RI
3009,45,2009,Med_AMAT_fac,0,South Carolina,SC
3010,46,2009,Med_AMAT_fac,0,South Dakota,SD
3011,47,2009,Med_AMAT_fac,0,Tennessee,TN
3012,48,2009,Med_AMAT_fac,0,Texas,TX
3013,49,2009,Med_AMAT_fac,0,Utah,UT
3014,50,2009,Med_AMAT_fac,0,Vermont,VT
3015,51,2009,Med_AMAT_fac,0,Virginia,VA
3016,53,2009,Med_AMAT_fac,0,Washington,WA
3017,54,2009,Med_AMAT_fac,0,West Virginia,WV
3018,55,2009,Med_AMAT_fac,0,Wisconsin,WI
3019,56,2009,Med_AMAT_fac,0,Wyoming,WY
3020,72,2009,Med_AMAT_fac,0,Puerto Rico,PR
3021,00,2010,SA_fac,11273,United States,US
3022,01,2010,SA_fac,95,Alabama,AL
3023,02,2010,SA_fac,57,Alaska,AK
3024,04,2010,SA_fac,165,Arizona,AZ
3025,05,2010,SA_fac,41,Arkansas,AR
3026,06,2010,SA_fac,1415,California,CA
3027,08,2010,SA_fac,388,Colorado,CO
3028,09,2010,SA_fac,150,Connecticut,CT
3029,10,2010,SA_fac,25,Delaware,DE
3030,11,2010,SA_fac,32,District of Columbia,DC
3031,12,2010,SA_fac,446,Florida,FL
3032,13,2010,SA_fac,154,Georgia,GA
3033,15,2010,SA_fac,110,Hawaii,HI
3034,16,2010,SA_fac,80,Idaho,ID
3035,17,2010,SA_fac,592,Illinois,IL
3036,18,2010,SA_fac,246,Indiana,IN
3037,19,2010,SA_fac,84,Iowa,IA
3038,20,2010,SA_fac,197,Kansas,KS
3039,21,2010,SA_fac,269,Kentucky,KY
3040,22,2010,SA_fac,119,Louisiana,LA
3041,23,2010,SA_fac,164,Maine,ME
3042,24,2010,SA_fac,306,Maryland,MD
3043,25,2010,SA_fac,231,Massachusetts,MA
3044,26,2010,SA_fac,439,Michigan,MI
3045,27,2010,SA_fac,279,Minnesota,MN
3046,28,2010,SA_fac,74,Mississippi,MS
3047,29,2010,SA_fac,243,Missouri,MO
3048,30,2010,SA_fac,39,Montana,MT
3049,31,2010,SA_fac,100,Nebraska,NE
3050,32,2010,SA_fac,67,Nevada,NV
3051,33,2010,SA_fac,34,New Hampshire,NH
3052,34,2010,SA_fac,290,New Jersey,NJ
3053,35,2010,SA_fac,90,New Mexico,NM
3054,36,2010,SA_fac,916,New York,NY
3055,37,2010,SA_fac,342,North Carolina,NC
3056,38,2010,SA_fac,50,North Dakota,ND
3057,39,2010,SA_fac,301,Ohio,OH
3058,40,2010,SA_fac,150,Oklahoma,OK
3059,41,2010,SA_fac,190,Oregon,OR
3060,42,2010,SA_fac,454,Pennsylvania,PA
3061,44,2010,SA_fac,50,Rhode Island,RI
3062,45,2010,SA_fac,87,South Carolina,SC
3063,46,2010,SA_fac,48,South Dakota,SD
3064,47,2010,SA_fac,155,Tennessee,TN
3065,48,2010,SA_fac,387,Texas,TX
3066,49,2010,SA_fac,123,Utah,UT
3067,50,2010,SA_fac,33,Vermont,VT
3068,51,2010,SA_fac,112,Virginia,VA
3069,53,2010,SA_fac,415,Washington,WA
3070,54,2010,SA_fac,62,West Virginia,WV
3071,55,2010,SA_fac,213,Wisconsin,WI
3072,56,2010,SA_fac,41,Wyoming,WY
3073,72,2010,SA_fac,123,Puerto Rico,PR
3074,00,2010,Med_SA_fac,6182,United States,US
3075,01,2010,Med_SA_fac,43,Alabama,AL
3076,02,2010,Med_SA_fac,41,Alaska,AK
3077,04,2010,Med_SA_fac,77,Arizona,AZ
3078,05,2010,Med_SA_fac,9,Arkansas,AR
3079,06,2010,Med_SA_fac,386,California,CA
3080,08,2010,Med_SA_fac,152,Colorado,CO
3081,09,2010,Med_SA_fac,112,Connecticut,CT
3082,10,2010,Med_SA_fac,18,Delaware,DE
3083,11,2010,Med_SA_fac,17,District of Columbia,DC
3084,12,2010,Med_SA_fac,160,Florida,FL
3085,13,2010,Med_SA_fac,73,Georgia,GA
3086,15,2010,Med_SA_fac,20,Hawaii,HI
3087,16,2010,Med_SA_fac,40,Idaho,ID
3088,17,2010,Med_SA_fac,258,Illinois,IL
3089,18,2010,Med_SA_fac,152,Indiana,IN
3090,19,2010,Med_SA_fac,79,Iowa,IA
3091,20,2010,Med_SA_fac,144,Kansas,KS
3092,21,2010,Med_SA_fac,102,Kentucky,KY
3093,22,2010,Med_SA_fac,25,Louisiana,LA
3094,23,2010,Med_SA_fac,135,Maine,ME
3095,24,2010,Med_SA_fac,182,Maryland,MD
3096,25,2010,Med_SA_fac,145,Massachusetts,MA
3097,26,2010,Med_SA_fac,305,Michigan,MI
3098,27,2010,Med_SA_fac,111,Minnesota,MN
3099,28,2010,Med_SA_fac,47,Mississippi,MS
3100,29,2010,Med_SA_fac,151,Missouri,MO
3101,30,2010,Med_SA_fac,32,Montana,MT
3102,31,2010,Med_SA_fac,70,Nebraska,NE
3103,32,2010,Med_SA_fac,31,Nevada,NV
3104,33,2010,Med_SA_fac,18,New Hampshire,NH
3105,34,2010,Med_SA_fac,142,New Jersey,NJ
3106,35,2010,Med_SA_fac,62,New Mexico,NM
3107,36,2010,Med_SA_fac,790,New York,NY
3108,37,2010,Med_SA_fac,224,North Carolina,NC
3109,38,2010,Med_SA_fac,17,North Dakota,ND
3110,39,2010,Med_SA_fac,255,Ohio,OH
3111,40,2010,Med_SA_fac,110,Oklahoma,OK
3112,41,2010,Med_SA_fac,125,Oregon,OR
3113,42,2010,Med_SA_fac,351,Pennsylvania,PA
3114,44,2010,Med_SA_fac,47,Rhode Island,RI
3115,45,2010,Med_SA_fac,57,South Carolina,SC
3116,46,2010,Med_SA_fac,36,South Dakota,SD
3117,47,2010,Med_SA_fac,84,Tennessee,TN
3118,48,2010,Med_SA_fac,141,Texas,TX
3119,49,2010,Med_SA_fac,60,Utah,UT
3120,50,2010,Med_SA_fac,30,Vermont,VT
3121,51,2010,Med_SA_fac,65,Virginia,VA
3122,53,2010,Med_SA_fac,215,Washington,WA
3123,54,2010,Med_SA_fac,45,West Virginia,WV
3124,55,2010,Med_SA_fac,156,Wisconsin,WI
3125,56,2010,Med_SA_fac,29,Wyoming,WY
3126,72,2010,Med_SA_fac,6,Puerto Rico,PR
3127,00,2010,SMAT_fac,2687,United States,US
3128,01,2010,SMAT_fac,28,Alabama,AL
3129,02,2010,SMAT_fac,6,Alaska,AK
3130,04,2010,SMAT_fac,66,Arizona,AZ
3131,05,2010,SMAT_fac,10,Arkansas,AR
3132,06,2010,SMAT_fac,274,California,CA
3133,08,2010,SMAT_fac,27,Colorado,CO
3134,09,2010,SMAT_fac,54,Connecticut,CT
3135,10,2010,SMAT_fac,9,Delaware,DE
3136,11,2010,SMAT_fac,9,District of Columbia,DC
3137,12,2010,SMAT_fac,91,Florida,FL
3138,13,2010,SMAT_fac,62,Georgia,GA
3139,15,2010,SMAT_fac,5,Hawaii,HI
3140,16,2010,SMAT_fac,8,Idaho,ID
3141,17,2010,SMAT_fac,109,Illinois,IL
3142,18,2010,SMAT_fac,39,Indiana,IN
3143,19,2010,SMAT_fac,8,Iowa,IA
3144,20,2010,SMAT_fac,22,Kansas,KS
3145,21,2010,SMAT_fac,22,Kentucky,KY
3146,22,2010,SMAT_fac,18,Louisiana,LA
3147,23,2010,SMAT_fac,46,Maine,ME
3148,24,2010,SMAT_fac,133,Maryland,MD
3149,25,2010,SMAT_fac,114,Massachusetts,MA
3150,26,2010,SMAT_fac,100,Michigan,MI
3151,27,2010,SMAT_fac,49,Minnesota,MN
3152,28,2010,SMAT_fac,7,Mississippi,MS
3153,29,2010,SMAT_fac,32,Missouri,MO
3154,30,2010,SMAT_fac,8,Montana,MT
3155,31,2010,SMAT_fac,11,Nebraska,NE
3156,32,2010,SMAT_fac,18,Nevada,NV
3157,33,2010,SMAT_fac,13,New Hampshire,NH
3158,34,2010,SMAT_fac,71,New Jersey,NJ
3159,35,2010,SMAT_fac,19,New Mexico,NM
3160,36,2010,SMAT_fac,425,New York,NY
3161,37,2010,SMAT_fac,78,North Carolina,NC
3162,38,2010,SMAT_fac,2,North Dakota,ND
3163,39,2010,SMAT_fac,66,Ohio,OH
3164,40,2010,SMAT_fac,22,Oklahoma,OK
3165,41,2010,SMAT_fac,30,Oregon,OR
3166,42,2010,SMAT_fac,125,Pennsylvania,PA
3167,44,2010,SMAT_fac,21,Rhode Island,RI
3168,45,2010,SMAT_fac,26,South Carolina,SC
3169,46,2010,SMAT_fac,3,South Dakota,SD
3170,47,2010,SMAT_fac,33,Tennessee,TN
3171,48,2010,SMAT_fac,125,Texas,TX
3172,49,2010,SMAT_fac,29,Utah,UT
3173,50,2010,SMAT_fac,16,Vermont,VT
3174,51,2010,SMAT_fac,42,Virginia,VA
3175,53,2010,SMAT_fac,53,Washington,WA
3176,54,2010,SMAT_fac,28,West Virginia,WV
3177,55,2010,SMAT_fac,53,Wisconsin,WI
3178,56,2010,SMAT_fac,11,Wyoming,WY
3179,72,2010,SMAT_fac,11,Puerto Rico,PR
3180,00,2010,Med_SMAT_fac,1703,United States,US
3181,01,2010,Med_SMAT_fac,7,Alabama,AL
3182,02,2010,Med_SMAT_fac,4,Alaska,AK
3183,04,2010,Med_SMAT_fac,39,Arizona,AZ
3184,05,2010,Med_SMAT_fac,4,Arkansas,AR
3185,06,2010,Med_SMAT_fac,115,California,CA
3186,08,2010,Med_SMAT_fac,16,Colorado,CO
3187,09,2010,Med_SMAT_fac,48,Connecticut,CT
3188,10,2010,Med_SMAT_fac,7,Delaware,DE
3189,11,2010,Med_SMAT_fac,7,District of Columbia,DC
3190,12,2010,Med_SMAT_fac,29,Florida,FL
3191,13,2010,Med_SMAT_fac,20,Georgia,GA
3192,15,2010,Med_SMAT_fac,4,Hawaii,HI
3193,16,2010,Med_SMAT_fac,2,Idaho,ID
3194,17,2010,Med_SMAT_fac,66,Illinois,IL
3195,18,2010,Med_SMAT_fac,25,Indiana,IN
3196,19,2010,Med_SMAT_fac,3,Iowa,IA
3197,20,2010,Med_SMAT_fac,17,Kansas,KS
3198,21,2010,Med_SMAT_fac,8,Kentucky,KY
3199,22,2010,Med_SMAT_fac,4,Louisiana,LA
3200,23,2010,Med_SMAT_fac,40,Maine,ME
3201,24,2010,Med_SMAT_fac,103,Maryland,MD
3202,25,2010,Med_SMAT_fac,89,Massachusetts,MA
3203,26,2010,Med_SMAT_fac,72,Michigan,MI
3204,27,2010,Med_SMAT_fac,18,Minnesota,MN
3205,28,2010,Med_SMAT_fac,5,Mississippi,MS
3206,29,2010,Med_SMAT_fac,15,Missouri,MO
3207,30,2010,Med_SMAT_fac,6,Montana,MT
3208,31,2010,Med_SMAT_fac,4,Nebraska,NE
3209,32,2010,Med_SMAT_fac,14,Nevada,NV
3210,33,2010,Med_SMAT_fac,10,New Hampshire,NH
3211,34,2010,Med_SMAT_fac,47,New Jersey,NJ
3212,35,2010,Med_SMAT_fac,7,New Mexico,NM
3213,36,2010,Med_SMAT_fac,400,New York,NY
3214,37,2010,Med_SMAT_fac,46,North Carolina,NC
3215,38,2010,Med_SMAT_fac,2,North Dakota,ND
3216,39,2010,Med_SMAT_fac,51,Ohio,OH
3217,40,2010,Med_SMAT_fac,10,Oklahoma,OK
3218,41,2010,Med_SMAT_fac,19,Oregon,OR
3219,42,2010,Med_SMAT_fac,108,Pennsylvania,PA
3220,44,2010,Med_SMAT_fac,19,Rhode Island,RI
3221,45,2010,Med_SMAT_fac,8,South Carolina,SC
3222,46,2010,Med_SMAT_fac,1,South Dakota,SD
3223,47,2010,Med_SMAT_fac,10,Tennessee,TN
3224,48,2010,Med_SMAT_fac,28,Texas,TX
3225,49,2010,Med_SMAT_fac,16,Utah,UT
3226,50,2010,Med_SMAT_fac,15,Vermont,VT
3227,51,2010,Med_SMAT_fac,15,Virginia,VA
3228,53,2010,Med_SMAT_fac,35,Washington,WA
3229,54,2010,Med_SMAT_fac,16,West Virginia,WV
3230,55,2010,Med_SMAT_fac,39,Wisconsin,WI
3231,56,2010,Med_SMAT_fac,8,Wyoming,WY
3232,72,2010,Med_SMAT_fac,2,Puerto Rico,PR
3233,00,2010,TMAT_fac,546,United States,US
3234,01,2010,TMAT_fac,10,Alabama,AL
3235,04,2010,TMAT_fac,14,Arizona,AZ
3236,05,2010,TMAT_fac,2,Arkansas,AR
3237,06,2010,TMAT_fac,57,California,CA
3238,08,2010,TMAT_fac,4,Colorado,CO
3239,09,2010,TMAT_fac,13,Connecticut,CT
3240,10,2010,TMAT_fac,6,Delaware,DE
3241,11,2010,TMAT_fac,1,District of Columbia,DC
3242,12,2010,TMAT_fac,33,Florida,FL
3243,13,2010,TMAT_fac,11,Georgia,GA
3244,15,2010,TMAT_fac,2,Hawaii,HI
3245,16,2010,TMAT_fac,2,Idaho,ID
3246,17,2010,TMAT_fac,13,Illinois,IL
3247,18,2010,TMAT_fac,8,Indiana,IN
3248,19,2010,TMAT_fac,3,Iowa,IA
3249,20,2010,TMAT_fac,3,Kansas,KS
3250,21,2010,TMAT_fac,5,Kentucky,KY
3251,22,2010,TMAT_fac,4,Louisiana,LA
3252,23,2010,TMAT_fac,4,Maine,ME
3253,24,2010,TMAT_fac,39,Maryland,MD
3254,25,2010,TMAT_fac,26,Massachusetts,MA
3255,26,2010,TMAT_fac,19,Michigan,MI
3256,27,2010,TMAT_fac,14,Minnesota,MN
3257,28,2010,TMAT_fac,1,Mississippi,MS
3258,29,2010,TMAT_fac,2,Missouri,MO
3259,30,2010,TMAT_fac,1,Montana,MT
3260,31,2010,TMAT_fac,2,Nebraska,NE
3261,32,2010,TMAT_fac,8,Nevada,NV
3262,33,2010,TMAT_fac,4,New Hampshire,NH
3263,34,2010,TMAT_fac,12,New Jersey,NJ
3264,35,2010,TMAT_fac,3,New Mexico,NM
3265,36,2010,TMAT_fac,77,New York,NY
3266,37,2010,TMAT_fac,17,North Carolina,NC
3267,39,2010,TMAT_fac,9,Ohio,OH
3268,40,2010,TMAT_fac,2,Oklahoma,OK
3269,41,2010,TMAT_fac,9,Oregon,OR
3270,42,2010,TMAT_fac,21,Pennsylvania,PA
3271,44,2010,TMAT_fac,5,Rhode Island,RI
3272,45,2010,TMAT_fac,11,South Carolina,SC
3273,47,2010,TMAT_fac,2,Tennessee,TN
3274,48,2010,TMAT_fac,17,Texas,TX
3275,49,2010,TMAT_fac,10,Utah,UT
3276,50,2010,TMAT_fac,7,Vermont,VT
3277,51,2010,TMAT_fac,13,Virginia,VA
3278,53,2010,TMAT_fac,6,Washington,WA
