,STATEFP,DISTRICT,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
24775,39,13,2009,Med_AMAT_fac,,Ohio,OH
24776,39,14,2009,Med_AMAT_fac,,Ohio,OH
24777,39,15,2009,Med_AMAT_fac,,Ohio,OH
24778,39,16,2009,Med_AMAT_fac,,Ohio,OH
24779,39,2,2009,Med_AMAT_fac,,Ohio,OH
24780,39,3,2009,Med_AMAT_fac,,Ohio,OH
24781,39,4,2009,Med_AMAT_fac,,Ohio,OH
24782,39,5,2009,Med_AMAT_fac,,Ohio,OH
24783,39,6,2009,Med_AMAT_fac,,Ohio,OH
24784,39,7,2009,Med_AMAT_fac,,Ohio,OH
24785,39,8,2009,Med_AMAT_fac,,Ohio,OH
24786,39,9,2009,Med_AMAT_fac,,Ohio,OH
24787,40,1,2009,Med_AMAT_fac,,Oklahoma,OK
24788,40,2,2009,Med_AMAT_fac,,Oklahoma,OK
24789,40,3,2009,Med_AMAT_fac,,Oklahoma,OK
24790,40,4,2009,Med_AMAT_fac,,Oklahoma,OK
24791,40,5,2009,Med_AMAT_fac,,Oklahoma,OK
24792,41,1,2009,Med_AMAT_fac,,Oregon,OR
24793,41,2,2009,Med_AMAT_fac,,Oregon,OR
24794,41,3,2009,Med_AMAT_fac,,Oregon,OR
24795,41,4,2009,Med_AMAT_fac,,Oregon,OR
24796,41,5,2009,Med_AMAT_fac,,Oregon,OR
24797,42,1,2009,Med_AMAT_fac,,Pennsylvania,PA
24798,42,10,2009,Med_AMAT_fac,,Pennsylvania,PA
24799,42,11,2009,Med_AMAT_fac,,Pennsylvania,PA
24800,42,12,2009,Med_AMAT_fac,,Pennsylvania,PA
24801,42,13,2009,Med_AMAT_fac,,Pennsylvania,PA
24802,42,14,2009,Med_AMAT_fac,,Pennsylvania,PA
24803,42,15,2009,Med_AMAT_fac,,Pennsylvania,PA
24804,42,16,2009,Med_AMAT_fac,,Pennsylvania,PA
24805,42,17,2009,Med_AMAT_fac,,Pennsylvania,PA
24806,42,18,2009,Med_AMAT_fac,,Pennsylvania,PA
24807,42,2,2009,Med_AMAT_fac,,Pennsylvania,PA
24808,42,3,2009,Med_AMAT_fac,,Pennsylvania,PA
24809,42,4,2009,Med_AMAT_fac,,Pennsylvania,PA
24810,42,5,2009,Med_AMAT_fac,,Pennsylvania,PA
24811,42,6,2009,Med_AMAT_fac,,Pennsylvania,PA
24812,42,7,2009,Med_AMAT_fac,,Pennsylvania,PA
24813,42,8,2009,Med_AMAT_fac,,Pennsylvania,PA
24814,42,9,2009,Med_AMAT_fac,,Pennsylvania,PA
24815,44,1,2009,Med_AMAT_fac,,Rhode Island,RI
24816,44,2,2009,Med_AMAT_fac,,Rhode Island,RI
24817,45,1,2009,Med_AMAT_fac,,South Carolina,SC
24818,45,2,2009,Med_AMAT_fac,,South Carolina,SC
24819,45,3,2009,Med_AMAT_fac,,South Carolina,SC
24820,45,4,2009,Med_AMAT_fac,,South Carolina,SC
24821,45,5,2009,Med_AMAT_fac,,South Carolina,SC
24822,45,6,2009,Med_AMAT_fac,,South Carolina,SC
24823,45,7,2009,Med_AMAT_fac,,South Carolina,SC
24824,46,1,2009,Med_AMAT_fac,,South Dakota,SD
24825,47,1,2009,Med_AMAT_fac,,Tennessee,TN
24826,47,2,2009,Med_AMAT_fac,,Tennessee,TN
24827,47,3,2009,Med_AMAT_fac,,Tennessee,TN
24828,47,4,2009,Med_AMAT_fac,,Tennessee,TN
24829,47,5,2009,Med_AMAT_fac,,Tennessee,TN
24830,47,6,2009,Med_AMAT_fac,,Tennessee,TN
24831,47,7,2009,Med_AMAT_fac,,Tennessee,TN
24832,47,8,2009,Med_AMAT_fac,,Tennessee,TN
24833,47,9,2009,Med_AMAT_fac,,Tennessee,TN
24834,48,1,2009,Med_AMAT_fac,,Texas,TX
24835,48,10,2009,Med_AMAT_fac,,Texas,TX
24836,48,11,2009,Med_AMAT_fac,,Texas,TX
24837,48,12,2009,Med_AMAT_fac,,Texas,TX
24838,48,13,2009,Med_AMAT_fac,,Texas,TX
24839,48,14,2009,Med_AMAT_fac,,Texas,TX
24840,48,15,2009,Med_AMAT_fac,,Texas,TX
24841,48,16,2009,Med_AMAT_fac,,Texas,TX
24842,48,17,2009,Med_AMAT_fac,,Texas,TX
24843,48,18,2009,Med_AMAT_fac,,Texas,TX
24844,48,19,2009,Med_AMAT_fac,,Texas,TX
24845,48,2,2009,Med_AMAT_fac,,Texas,TX
24846,48,20,2009,Med_AMAT_fac,,Texas,TX
24847,48,21,2009,Med_AMAT_fac,,Texas,TX
24848,48,22,2009,Med_AMAT_fac,,Texas,TX
24849,48,23,2009,Med_AMAT_fac,,Texas,TX
24850,48,24,2009,Med_AMAT_fac,,Texas,TX
24851,48,25,2009,Med_AMAT_fac,,Texas,TX
24852,48,26,2009,Med_AMAT_fac,,Texas,TX
24853,48,27,2009,Med_AMAT_fac,,Texas,TX
24854,48,28,2009,Med_AMAT_fac,,Texas,TX
24855,48,29,2009,Med_AMAT_fac,,Texas,TX
24856,48,3,2009,Med_AMAT_fac,,Texas,TX
24857,48,30,2009,Med_AMAT_fac,,Texas,TX
24858,48,31,2009,Med_AMAT_fac,,Texas,TX
24859,48,32,2009,Med_AMAT_fac,,Texas,TX
24860,48,33,2009,Med_AMAT_fac,,Texas,TX
24861,48,34,2009,Med_AMAT_fac,,Texas,TX
24862,48,35,2009,Med_AMAT_fac,,Texas,TX
24863,48,36,2009,Med_AMAT_fac,,Texas,TX
24864,48,4,2009,Med_AMAT_fac,,Texas,TX
24865,48,5,2009,Med_AMAT_fac,,Texas,TX
24866,48,6,2009,Med_AMAT_fac,,Texas,TX
24867,48,7,2009,Med_AMAT_fac,,Texas,TX
24868,48,8,2009,Med_AMAT_fac,,Texas,TX
24869,48,9,2009,Med_AMAT_fac,,Texas,TX
24870,49,1,2009,Med_AMAT_fac,,Utah,UT
24871,49,2,2009,Med_AMAT_fac,,Utah,UT
24872,49,3,2009,Med_AMAT_fac,,Utah,UT
24873,49,4,2009,Med_AMAT_fac,,Utah,UT
24874,50,1,2009,Med_AMAT_fac,,Vermont,VT
24875,51,1,2009,Med_AMAT_fac,,Virginia,VA
24876,51,10,2009,Med_AMAT_fac,,Virginia,VA
24877,51,11,2009,Med_AMAT_fac,,Virginia,VA
24878,51,2,2009,Med_AMAT_fac,,Virginia,VA
24879,51,3,2009,Med_AMAT_fac,,Virginia,VA
24880,51,4,2009,Med_AMAT_fac,,Virginia,VA
24881,51,5,2009,Med_AMAT_fac,,Virginia,VA
24882,51,6,2009,Med_AMAT_fac,,Virginia,VA
24883,51,7,2009,Med_AMAT_fac,,Virginia,VA
24884,51,8,2009,Med_AMAT_fac,,Virginia,VA
24885,51,9,2009,Med_AMAT_fac,,Virginia,VA
24886,53,1,2009,Med_AMAT_fac,,Washington,WA
24887,53,10,2009,Med_AMAT_fac,,Washington,WA
24888,53,2,2009,Med_AMAT_fac,,Washington,WA
24889,53,3,2009,Med_AMAT_fac,,Washington,WA
24890,53,4,2009,Med_AMAT_fac,,Washington,WA
24891,53,5,2009,Med_AMAT_fac,,Washington,WA
24892,53,6,2009,Med_AMAT_fac,,Washington,WA
24893,53,7,2009,Med_AMAT_fac,,Washington,WA
24894,53,8,2009,Med_AMAT_fac,,Washington,WA
24895,53,9,2009,Med_AMAT_fac,,Washington,WA
24896,54,1,2009,Med_AMAT_fac,,West Virginia,WV
24897,54,2,2009,Med_AMAT_fac,,West Virginia,WV
24898,54,3,2009,Med_AMAT_fac,,West Virginia,WV
24899,55,1,2009,Med_AMAT_fac,,Wisconsin,WI
24900,55,2,2009,Med_AMAT_fac,,Wisconsin,WI
24901,55,3,2009,Med_AMAT_fac,,Wisconsin,WI
24902,55,4,2009,Med_AMAT_fac,,Wisconsin,WI
24903,55,5,2009,Med_AMAT_fac,,Wisconsin,WI
24904,55,6,2009,Med_AMAT_fac,,Wisconsin,WI
24905,55,7,2009,Med_AMAT_fac,,Wisconsin,WI
24906,55,8,2009,Med_AMAT_fac,,Wisconsin,WI
24907,56,1,2009,Med_AMAT_fac,,Wyoming,WY
24908,72,1,2009,Med_AMAT_fac,,Puerto Rico,PR
24909,1,1,2010,SA_fac,11,Alabama,AL
24910,1,2,2010,SA_fac,13,Alabama,AL
24911,1,3,2010,SA_fac,12,Alabama,AL
24912,1,4,2010,SA_fac,29,Alabama,AL
24913,1,5,2010,SA_fac,11,Alabama,AL
24914,1,6,2010,SA_fac,19,Alabama,AL
24915,1,7,2010,SA_fac,30,Alabama,AL
24916,2,1,2010,SA_fac,57,Alaska,AK
24917,4,1,2010,SA_fac,150,Arizona,AZ
24918,4,2,2010,SA_fac,41,Arizona,AZ
24919,4,3,2010,SA_fac,121,Arizona,AZ
24920,4,4,2010,SA_fac,103,Arizona,AZ
24921,4,5,2010,SA_fac,83,Arizona,AZ
24922,4,6,2010,SA_fac,83,Arizona,AZ
24923,4,7,2010,SA_fac,83,Arizona,AZ
24924,4,8,2010,SA_fac,83,Arizona,AZ
24925,4,9,2010,SA_fac,83,Arizona,AZ
24926,5,1,2010,SA_fac,7,Arkansas,AR
24927,5,2,2010,SA_fac,18,Arkansas,AR
24928,5,3,2010,SA_fac,8,Arkansas,AR
24929,5,4,2010,SA_fac,15,Arkansas,AR
24930,6,1,2010,SA_fac,66,California,CA
24931,6,10,2010,SA_fac,26,California,CA
24932,6,11,2010,SA_fac,33,California,CA
24933,6,12,2010,SA_fac,59,California,CA
24934,6,13,2010,SA_fac,105,California,CA
24935,6,14,2010,SA_fac,90,California,CA
24936,6,15,2010,SA_fac,79,California,CA
24937,6,16,2010,SA_fac,52,California,CA
24938,6,17,2010,SA_fac,81,California,CA
24939,6,18,2010,SA_fac,80,California,CA
24940,6,19,2010,SA_fac,35,California,CA
24941,6,2,2010,SA_fac,59,California,CA
24942,6,20,2010,SA_fac,61,California,CA
24943,6,21,2010,SA_fac,78,California,CA
24944,6,22,2010,SA_fac,54,California,CA
24945,6,23,2010,SA_fac,495,California,CA
24946,6,24,2010,SA_fac,65,California,CA
24947,6,25,2010,SA_fac,486,California,CA
24948,6,26,2010,SA_fac,486,California,CA
24949,6,27,2010,SA_fac,508,California,CA
24950,6,28,2010,SA_fac,459,California,CA
24951,6,29,2010,SA_fac,459,California,CA
24952,6,3,2010,SA_fac,87,California,CA
24953,6,30,2010,SA_fac,486,California,CA
24954,6,31,2010,SA_fac,49,California,CA
24955,6,32,2010,SA_fac,459,California,CA
24956,6,33,2010,SA_fac,459,California,CA
24957,6,34,2010,SA_fac,459,California,CA
24958,6,35,2010,SA_fac,508,California,CA
24959,6,36,2010,SA_fac,63,California,CA
24960,6,37,2010,SA_fac,459,California,CA
24961,6,38,2010,SA_fac,543,California,CA
24962,6,39,2010,SA_fac,592,California,CA
24963,6,4,2010,SA_fac,85,California,CA
24964,6,40,2010,SA_fac,459,California,CA
24965,6,41,2010,SA_fac,63,California,CA
24966,6,42,2010,SA_fac,63,California,CA
24967,6,43,2010,SA_fac,459,California,CA
24968,6,44,2010,SA_fac,459,California,CA
24969,6,45,2010,SA_fac,84,California,CA
24970,6,46,2010,SA_fac,84,California,CA
24971,6,47,2010,SA_fac,543,California,CA
24972,6,48,2010,SA_fac,84,California,CA
24973,6,49,2010,SA_fac,187,California,CA
24974,6,5,2010,SA_fac,87,California,CA
24975,6,50,2010,SA_fac,166,California,CA
24976,6,51,2010,SA_fac,110,California,CA
24977,6,52,2010,SA_fac,103,California,CA
24978,6,53,2010,SA_fac,103,California,CA
24979,6,6,2010,SA_fac,51,California,CA
24980,6,7,2010,SA_fac,44,California,CA
24981,6,8,2010,SA_fac,53,California,CA
24982,6,9,2010,SA_fac,90,California,CA
24983,8,1,2010,SA_fac,151,Colorado,CO
24984,8,2,2010,SA_fac,101,Colorado,CO
24985,8,3,2010,SA_fac,78,Colorado,CO
24986,8,4,2010,SA_fac,142,Colorado,CO
24987,8,5,2010,SA_fac,37,Colorado,CO
24988,8,6,2010,SA_fac,82,Colorado,CO
24989,8,7,2010,SA_fac,67,Colorado,CO
24990,9,1,2010,SA_fac,61,Connecticut,CT
24991,9,2,2010,SA_fac,113,Connecticut,CT
24992,9,3,2010,SA_fac,75,Connecticut,CT
24993,9,4,2010,SA_fac,64,Connecticut,CT
24994,9,5,2010,SA_fac,114,Connecticut,CT
24995,10,1,2010,SA_fac,25,Delaware,DE
24996,11,1,2010,SA_fac,32,District of Columbia,DC
24997,12,1,2010,SA_fac,17,Florida,FL
24998,12,10,2010,SA_fac,30,Florida,FL
24999,12,11,2010,SA_fac,20,Florida,FL
25000,12,12,2010,SA_fac,63,Florida,FL
25001,12,13,2010,SA_fac,30,Florida,FL
25002,12,14,2010,SA_fac,27,Florida,FL
25003,12,15,2010,SA_fac,36,Florida,FL
25004,12,16,2010,SA_fac,41,Florida,FL
25005,12,17,2010,SA_fac,35,Florida,FL
25006,12,18,2010,SA_fac,66,Florida,FL
25007,12,19,2010,SA_fac,17,Florida,FL
25008,12,2,2010,SA_fac,32,Florida,FL
25009,12,20,2010,SA_fac,86,Florida,FL
25010,12,21,2010,SA_fac,50,Florida,FL
25011,12,22,2010,SA_fac,86,Florida,FL
25012,12,23,2010,SA_fac,100,Florida,FL
25013,12,24,2010,SA_fac,100,Florida,FL
25014,12,25,2010,SA_fac,73,Florida,FL
25015,12,26,2010,SA_fac,67,Florida,FL
25016,12,27,2010,SA_fac,64,Florida,FL
25017,12,3,2010,SA_fac,21,Florida,FL
25018,12,4,2010,SA_fac,22,Florida,FL
25019,12,5,2010,SA_fac,29,Florida,FL
25020,12,6,2010,SA_fac,20,Florida,FL
25021,12,7,2010,SA_fac,40,Florida,FL
25022,12,8,2010,SA_fac,43,Florida,FL
25023,12,9,2010,SA_fac,41,Florida,FL
25024,13,1,2010,SA_fac,14,Georgia,GA
25025,13,10,2010,SA_fac,23,Georgia,GA
25026,13,11,2010,SA_fac,19,Georgia,GA
25027,13,12,2010,SA_fac,18,Georgia,GA
25028,13,13,2010,SA_fac,24,Georgia,GA
25029,13,14,2010,SA_fac,9,Georgia,GA
25030,13,2,2010,SA_fac,20,Georgia,GA
25031,13,3,2010,SA_fac,14,Georgia,GA
25032,13,4,2010,SA_fac,31,Georgia,GA
25033,13,5,2010,SA_fac,31,Georgia,GA
25034,13,6,2010,SA_fac,36,Georgia,GA
25035,13,7,2010,SA_fac,9,Georgia,GA
25036,13,8,2010,SA_fac,17,Georgia,GA
25037,13,9,2010,SA_fac,14,Georgia,GA
25038,15,1,2010,SA_fac,63,Hawaii,HI
25039,15,2,2010,SA_fac,110,Hawaii,HI
25040,16,1,2010,SA_fac,42,Idaho,ID
25041,16,2,2010,SA_fac,54,Idaho,ID
25042,17,1,2010,SA_fac,261,Illinois,IL
25043,17,10,2010,SA_fac,276,Illinois,IL
25044,17,11,2010,SA_fac,330,Illinois,IL
25045,17,12,2010,SA_fac,30,Illinois,IL
25046,17,13,2010,SA_fac,40,Illinois,IL
25047,17,14,2010,SA_fac,145,Illinois,IL
25048,17,15,2010,SA_fac,61,Illinois,IL
25049,17,16,2010,SA_fac,56,Illinois,IL
25050,17,17,2010,SA_fac,53,Illinois,IL
25051,17,18,2010,SA_fac,47,Illinois,IL
25052,17,2,2010,SA_fac,265,Illinois,IL
25053,17,3,2010,SA_fac,304,Illinois,IL
25054,17,4,2010,SA_fac,239,Illinois,IL
25055,17,5,2010,SA_fac,282,Illinois,IL
25056,17,6,2010,SA_fac,356,Illinois,IL
25057,17,7,2010,SA_fac,239,Illinois,IL
25058,17,8,2010,SA_fac,306,Illinois,IL
25059,17,9,2010,SA_fac,239,Illinois,IL
25060,18,1,2010,SA_fac,23,Indiana,IN
25061,18,2,2010,SA_fac,31,Indiana,IN
25062,18,3,2010,SA_fac,42,Indiana,IN
25063,18,4,2010,SA_fac,20,Indiana,IN
25064,18,5,2010,SA_fac,50,Indiana,IN
25065,18,6,2010,SA_fac,31,Indiana,IN
25066,18,7,2010,SA_fac,34,Indiana,IN
25067,18,8,2010,SA_fac,34,Indiana,IN
25068,18,9,2010,SA_fac,27,Indiana,IN
25069,19,1,2010,SA_fac,12,Iowa,IA
25070,19,2,2010,SA_fac,26,Iowa,IA
25071,19,3,2010,SA_fac,16,Iowa,IA
25072,19,4,2010,SA_fac,30,Iowa,IA
25073,20,1,2010,SA_fac,55,Kansas,KS
25074,20,2,2010,SA_fac,47,Kansas,KS
25075,20,3,2010,SA_fac,41,Kansas,KS
25076,20,4,2010,SA_fac,59,Kansas,KS
25077,21,1,2010,SA_fac,54,Kentucky,KY
25078,21,2,2010,SA_fac,44,Kentucky,KY
25079,21,3,2010,SA_fac,29,Kentucky,KY
25080,21,4,2010,SA_fac,70,Kentucky,KY
25081,21,5,2010,SA_fac,63,Kentucky,KY
25082,21,6,2010,SA_fac,49,Kentucky,KY
25083,22,1,2010,SA_fac,32,Louisiana,LA
25084,22,2,2010,SA_fac,34,Louisiana,LA
25085,22,3,2010,SA_fac,20,Louisiana,LA
25086,22,4,2010,SA_fac,20,Louisiana,LA
25087,22,5,2010,SA_fac,31,Louisiana,LA
25088,22,6,2010,SA_fac,26,Louisiana,LA
25089,23,1,2010,SA_fac,75,Maine,ME
25090,23,2,2010,SA_fac,104,Maine,ME
25091,24,1,2010,SA_fac,85,Maryland,MD
25092,24,2,2010,SA_fac,173,Maryland,MD
25093,24,3,2010,SA_fac,186,Maryland,MD
25094,24,4,2010,SA_fac,41,Maryland,MD
25095,24,5,2010,SA_fac,60,Maryland,MD
25096,24,6,2010,SA_fac,58,Maryland,MD
25097,24,7,2010,SA_fac,134,Maryland,MD
25098,24,8,2010,SA_fac,54,Maryland,MD
25099,25,1,2010,SA_fac,64,Massachusetts,MA
25100,25,2,2010,SA_fac,71,Massachusetts,MA
25101,25,3,2010,SA_fac,87,Massachusetts,MA
25102,25,4,2010,SA_fac,118,Massachusetts,MA
25103,25,5,2010,SA_fac,125,Massachusetts,MA
25104,25,6,2010,SA_fac,54,Massachusetts,MA
25105,25,7,2010,SA_fac,103,Massachusetts,MA
25106,25,8,2010,SA_fac,105,Massachusetts,MA
25107,25,9,2010,SA_fac,46,Massachusetts,MA
25108,26,1,2010,SA_fac,50,Michigan,MI
25109,26,10,2010,SA_fac,48,Michigan,MI
25110,26,11,2010,SA_fac,144,Michigan,MI
25111,26,12,2010,SA_fac,104,Michigan,MI
25112,26,13,2010,SA_fac,90,Michigan,MI
25113,26,14,2010,SA_fac,144,Michigan,MI
25114,26,2,2010,SA_fac,47,Michigan,MI
25115,26,3,2010,SA_fac,39,Michigan,MI
25116,26,4,2010,SA_fac,34,Michigan,MI
25117,26,5,2010,SA_fac,41,Michigan,MI
25118,26,6,2010,SA_fac,22,Michigan,MI
25119,26,7,2010,SA_fac,35,Michigan,MI
25120,26,8,2010,SA_fac,77,Michigan,MI
25121,26,9,2010,SA_fac,79,Michigan,MI
25122,27,1,2010,SA_fac,41,Minnesota,MN
25123,27,2,2010,SA_fac,35,Minnesota,MN
25124,27,3,2010,SA_fac,63,Minnesota,MN
25125,27,4,2010,SA_fac,34,Minnesota,MN
25126,27,5,2010,SA_fac,83,Minnesota,MN
25127,27,6,2010,SA_fac,94,Minnesota,MN
25128,27,7,2010,SA_fac,53,Minnesota,MN
25129,27,8,2010,SA_fac,60,Minnesota,MN
25130,28,1,2010,SA_fac,20,Mississippi,MS
25131,28,2,2010,SA_fac,31,Mississippi,MS
25132,28,3,2010,SA_fac,28,Mississippi,MS
25133,28,4,2010,SA_fac,13,Mississippi,MS
25134,29,1,2010,SA_fac,34,Missouri,MO
25135,29,2,2010,SA_fac,30,Missouri,MO
25136,29,3,2010,SA_fac,37,Missouri,MO
25137,29,4,2010,SA_fac,42,Missouri,MO
25138,29,5,2010,SA_fac,42,Missouri,MO
25139,29,6,2010,SA_fac,54,Missouri,MO
25140,29,7,2010,SA_fac,28,Missouri,MO
25141,29,8,2010,SA_fac,52,Missouri,MO
25142,30,1,2010,SA_fac,39,Montana,MT
25143,31,1,2010,SA_fac,40,Nebraska,NE
25144,31,2,2010,SA_fac,33,Nebraska,NE
25145,31,3,2010,SA_fac,33,Nebraska,NE
25146,32,1,2010,SA_fac,36,Nevada,NV
25147,32,2,2010,SA_fac,31,Nevada,NV
25148,32,3,2010,SA_fac,36,Nevada,NV
25149,32,4,2010,SA_fac,40,Nevada,NV
25150,33,1,2010,SA_fac,28,New Hampshire,NH
25151,33,2,2010,SA_fac,29,New Hampshire,NH
25152,34,1,2010,SA_fac,36,New Jersey,NJ
25153,34,10,2010,SA_fac,74,New Jersey,NJ
25154,34,11,2010,SA_fac,80,New Jersey,NJ
25155,34,12,2010,SA_fac,61,New Jersey,NJ
25156,34,2,2010,SA_fac,76,New Jersey,NJ
25157,34,3,2010,SA_fac,24,New Jersey,NJ
25158,34,4,2010,SA_fac,49,New Jersey,NJ
25159,34,5,2010,SA_fac,48,New Jersey,NJ
25160,34,6,2010,SA_fac,41,New Jersey,NJ
25161,34,7,2010,SA_fac,104,New Jersey,NJ
25162,34,8,2010,SA_fac,93,New Jersey,NJ
25163,34,9,2010,SA_fac,52,New Jersey,NJ
25164,35,1,2010,SA_fac,31,New Mexico,NM
25165,35,2,2010,SA_fac,57,New Mexico,NM
25166,35,3,2010,SA_fac,57,New Mexico,NM
25167,36,1,2010,SA_fac,66,New York,NY
25168,36,10,2010,SA_fac,213,New York,NY
25169,36,11,2010,SA_fac,103,New York,NY
25170,36,12,2010,SA_fac,263,New York,NY
25171,36,13,2010,SA_fac,208,New York,NY
25172,36,14,2010,SA_fac,126,New York,NY
25173,36,15,2010,SA_fac,76,New York,NY
25174,36,16,2010,SA_fac,115,New York,NY
25175,36,17,2010,SA_fac,52,New York,NY
25176,36,18,2010,SA_fac,83,New York,NY
25177,36,19,2010,SA_fac,79,New York,NY
25178,36,2,2010,SA_fac,119,New York,NY
25179,36,20,2010,SA_fac,53,New York,NY
25180,36,21,2010,SA_fac,44,New York,NY
25181,36,22,2010,SA_fac,35,New York,NY
25182,36,23,2010,SA_fac,43,New York,NY
25183,36,24,2010,SA_fac,36,New York,NY
25184,36,25,2010,SA_fac,34,New York,NY
25185,36,26,2010,SA_fac,62,New York,NY
25186,36,27,2010,SA_fac,111,New York,NY
25187,36,3,2010,SA_fac,169,New York,NY
25188,36,4,2010,SA_fac,53,New York,NY
25189,36,5,2010,SA_fac,103,New York,NY
25190,36,6,2010,SA_fac,50,New York,NY
25191,36,7,2010,SA_fac,263,New York,NY
25192,36,8,2010,SA_fac,131,New York,NY
25193,36,9,2010,SA_fac,81,New York,NY
25194,37,1,2010,SA_fac,54,North Carolina,NC
25195,37,10,2010,SA_fac,43,North Carolina,NC
25196,37,11,2010,SA_fac,39,North Carolina,NC
25197,37,12,2010,SA_fac,19,North Carolina,NC
25198,37,13,2010,SA_fac,41,North Carolina,NC
25199,37,2,2010,SA_fac,36,North Carolina,NC
25200,37,3,2010,SA_fac,34,North Carolina,NC
25201,37,4,2010,SA_fac,45,North Carolina,NC
25202,37,5,2010,SA_fac,31,North Carolina,NC
25203,37,6,2010,SA_fac,41,North Carolina,NC
25204,37,7,2010,SA_fac,32,North Carolina,NC
25205,37,8,2010,SA_fac,31,North Carolina,NC
25206,37,9,2010,SA_fac,49,North Carolina,NC
25207,38,1,2010,SA_fac,50,North Dakota,ND
25208,39,1,2010,SA_fac,34,Ohio,OH
25209,39,10,2010,SA_fac,14,Ohio,OH
25210,39,11,2010,SA_fac,59,Ohio,OH
25211,39,12,2010,SA_fac,42,Ohio,OH
25212,39,13,2010,SA_fac,34,Ohio,OH
25213,39,14,2010,SA_fac,75,Ohio,OH
25214,39,15,2010,SA_fac,47,Ohio,OH
25215,39,16,2010,SA_fac,79,Ohio,OH
25216,39,2,2010,SA_fac,43,Ohio,OH
25217,39,3,2010,SA_fac,32,Ohio,OH
25218,39,4,2010,SA_fac,22,Ohio,OH
25219,39,5,2010,SA_fac,26,Ohio,OH
25220,39,6,2010,SA_fac,35,Ohio,OH
25221,39,7,2010,SA_fac,28,Ohio,OH
25222,39,8,2010,SA_fac,16,Ohio,OH
25223,39,9,2010,SA_fac,62,Ohio,OH
25224,40,1,2010,SA_fac,26,Oklahoma,OK
25225,40,2,2010,SA_fac,40,Oklahoma,OK
25226,40,3,2010,SA_fac,26,Oklahoma,OK
25227,40,4,2010,SA_fac,60,Oklahoma,OK
25228,40,5,2010,SA_fac,40,Oklahoma,OK
25229,41,1,2010,SA_fac,67,Oregon,OR
25230,41,2,2010,SA_fac,58,Oregon,OR
25231,41,3,2010,SA_fac,48,Oregon,OR
25232,41,4,2010,SA_fac,47,Oregon,OR
25233,41,5,2010,SA_fac,71,Oregon,OR
25234,42,1,2010,SA_fac,89,Pennsylvania,PA
25235,42,10,2010,SA_fac,32,Pennsylvania,PA
25236,42,11,2010,SA_fac,41,Pennsylvania,PA
25237,42,12,2010,SA_fac,76,Pennsylvania,PA
25238,42,13,2010,SA_fac,98,Pennsylvania,PA
25239,42,14,2010,SA_fac,59,Pennsylvania,PA
25240,42,15,2010,SA_fac,52,Pennsylvania,PA
25241,42,16,2010,SA_fac,44,Pennsylvania,PA
25242,42,17,2010,SA_fac,29,Pennsylvania,PA
25243,42,18,2010,SA_fac,71,Pennsylvania,PA
25244,42,2,2010,SA_fac,98,Pennsylvania,PA
25245,42,3,2010,SA_fac,36,Pennsylvania,PA
25246,42,4,2010,SA_fac,37,Pennsylvania,PA
25247,42,5,2010,SA_fac,50,Pennsylvania,PA
25248,42,6,2010,SA_fac,54,Pennsylvania,PA
25249,42,7,2010,SA_fac,75,Pennsylvania,PA
25250,42,8,2010,SA_fac,39,Pennsylvania,PA
25251,42,9,2010,SA_fac,53,Pennsylvania,PA
25252,44,1,2010,SA_fac,39,Rhode Island,RI
25253,44,2,2010,SA_fac,46,Rhode Island,RI
25254,45,1,2010,SA_fac,12,South Carolina,SC
25255,45,2,2010,SA_fac,14,South Carolina,SC
25256,45,3,2010,SA_fac,25,South Carolina,SC
25257,45,4,2010,SA_fac,13,South Carolina,SC
25258,45,5,2010,SA_fac,16,South Carolina,SC
25259,45,6,2010,SA_fac,30,South Carolina,SC
25260,45,7,2010,SA_fac,17,South Carolina,SC
25261,46,1,2010,SA_fac,48,South Dakota,SD
25262,47,1,2010,SA_fac,16,Tennessee,TN
25263,47,2,2010,SA_fac,24,Tennessee,TN
25264,47,3,2010,SA_fac,20,Tennessee,TN
25265,47,4,2010,SA_fac,13,Tennessee,TN
25266,47,5,2010,SA_fac,18,Tennessee,TN
25267,47,6,2010,SA_fac,11,Tennessee,TN
25268,47,7,2010,SA_fac,21,Tennessee,TN
25269,47,8,2010,SA_fac,37,Tennessee,TN
25270,47,9,2010,SA_fac,16,Tennessee,TN
25271,48,1,2010,SA_fac,16,Texas,TX
25272,48,10,2010,SA_fac,90,Texas,TX
25273,48,11,2010,SA_fac,15,Texas,TX
25274,48,12,2010,SA_fac,34,Texas,TX
25275,48,13,2010,SA_fac,11,Texas,TX
25276,48,14,2010,SA_fac,21,Texas,TX
25277,48,15,2010,SA_fac,7,Texas,TX
25278,48,16,2010,SA_fac,9,Texas,TX
25279,48,17,2010,SA_fac,33,Texas,TX
25280,48,18,2010,SA_fac,69,Texas,TX
25281,48,19,2010,SA_fac,15,Texas,TX
25282,48,2,2010,SA_fac,69,Texas,TX
25283,48,20,2010,SA_fac,26,Texas,TX
25284,48,21,2010,SA_fac,57,Texas,TX
25285,48,22,2010,SA_fac,78,Texas,TX
25286,48,23,2010,SA_fac,39,Texas,TX
25287,48,24,2010,SA_fac,68,Texas,TX
25288,48,25,2010,SA_fac,63,Texas,TX
25289,48,26,2010,SA_fac,68,Texas,TX
25290,48,27,2010,SA_fac,10,Texas,TX
